Bugs,Fix ,Symptom,Root Cause,Component,Explanation - Symptom,Explanation - Root Cause,What factors are contained in the bug-triggered test program?,Has Test Program?,Bug ID,Trigger Bug,Impact,Bug ID text
https://github.com/ethereum/solidity/issues/7416,https://github.com/ethereum/solidity/pull/7418,Crash,Optimization Error,Yul,Reject Valid Program,,yul,1,7416,yul,,7416
https://github.com/ethereum/solidity/issues/7411,https://github.com/ethereum/solidity/pull/7425,Incorrect Output,Optimization Error,evmasm,Assembly,,yul,1,7411,yul,,7411
https://github.com/ethereum/solidity/issues/7410,https://github.com/ethereum/solidity/pull/9702,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,push to a storage array of mapping,1,7410,,,7410
https://github.com/ethereum/solidity/issues/7378,https://github.com/ethereum/solidity/pull/7431,Crash,Code Generation Error,CodeGen,Reject Valid Program,,pop a dynamic storage array of mapping,1,7378,bytecode,,7378
https://github.com/ethereum/solidity/issues/7356,https://github.com/ethereum/solidity/pull/7384,Crash,Optimization Error,Yul,Reject Valid Program,,"yul
CLI: --strict-assembly --optimize",1,7356,yul,,7356
https://github.com/ethereum/solidity/issues/7314,https://github.com/ethereum/solidity/pull/8137,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,overriding function,1,7314,,,7314
https://github.com/ethereum/solidity/issues/7305,https://github.com/ethereum/solidity/pull/7306,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"SMT enabler
array index",1,7305,,,7305
https://github.com/ethereum/solidity/issues/7296,https://github.com/ethereum/solidity/pull/7961,Crash,Memory-Related Error,Code Analyzer,Segfault,Null Pointer Dereference,yul,1,7296,yul,,7296
https://github.com/ethereum/solidity/issues/7273,https://github.com/ethereum/solidity/pull/7483,Incorrect Output,Semantic Analysis Error,Code Analyzer,Warning Message,Scope,import as,1,7273,,,7273
https://github.com/ethereum/solidity/issues/7185,https://github.com/ethereum/solidity/pull/7189,Incorrect Output,Others,LangUtil,Warning Message,Format Issue,,0,7185,,,7185
https://github.com/ethereum/solidity/issues/7168,https://github.com/ethereum/solidity/pull/7184,Incorrect Output,Semantic Analysis Error,Formal Verification,address,Incorrect Source Location,this,1,7168,,,7168
https://github.com/ethereum/solidity/issues/7164,https://github.com/ethereum/solidity/pull/7172,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,"branch, tuple, inline function",1,7164,tuple,,7164
https://github.com/ethereum/solidity/issues/7163,https://github.com/ethereum/solidity/pull/7171,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,>>=,1,7163,,,7163
https://github.com/ethereum/solidity/issues/7162,https://github.com/ethereum/solidity/pull/7170,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,inline function from other sources,1,7162,several files,,7162
https://github.com/ethereum/solidity/issues/7155,https://github.com/ethereum/solidity/pull/7157,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,uncalled transfer and send function,1,7155,,,7155
https://github.com/ethereum/solidity/issues/7150,https://github.com/ethereum/solidity/pull/7174,Incorrect Output,Doc Error,Parser,userdoc,,"CLI: --devdoc
comment",1,7150,,,7150
https://github.com/ethereum/solidity/issues/7114,https://github.com/ethereum/solidity/pull/7176,Incorrect Output,Code Generation Error,CodeGen,encoding,,"calldata, memory",1,7114,yul,,7114
https://github.com/ethereum/solidity/issues/7098,https://github.com/ethereum/solidity/pull/7106,Incorrect Output,Optimization Error,Yul,pre-optimization trace,,"yul
CLI: yulrun --input-file",1,7098,yul,,7098
https://github.com/ethereum/solidity/issues/7060,https://github.com/ethereum/solidity/pull/7068,Crash,Memory-Related Error,Code Analyzer,Poor Error Message,,yul,1,7060,yul,,7060
https://github.com/ethereum/solidity/issues/7035,https://github.com/ethereum/solidity/pull/7037,Error Omission,Semantic Analysis Error,Code Analyzer,,,pure,1,7035,,,7035
https://github.com/ethereum/solidity/issues/6995,https://github.com/ethereum/solidity/pull/6998,Incorrect Output,Code Generation Error,CodeGen,returned value,,array initialization,1,6995,bytecode,,6995
https://github.com/ethereum/solidity/issues/6901,https://github.com/ethereum/solidity/pull/6938,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,staticcall.gas,1,6901,,,6901
https://github.com/ethereum/solidity/issues/6879,https://github.com/ethereum/solidity/pull/7071,Crash,Code Generation Error,Yul,Reject Valid Program,,"yul
CLI: --strict-assembly",1,6879,yul,,6879
https://github.com/ethereum/solidity/issues/6866,https://github.com/ethereum/solidity/pull/7122,Performance Issue,Optimization Error,Yul,,,yul,1,6866,yul,,6866
https://github.com/ethereum/solidity/issues/6864,https://github.com/ethereum/solidity/pull/7145,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect SMT Encoding,tuple,1,6864,,,6864
https://github.com/ethereum/solidity/issues/6783,https://github.com/ethereum/solidity/pull/6833,Crash,Code Generation Error,CodeGen,Reject Valid Program,,struct containing an array of mapping,1,6783,bytecode,,6783
https://github.com/ethereum/solidity/issues/6759,https://github.com/ethereum/solidity/pull/6764,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,abi.encode,1,6759,,,6759
https://github.com/ethereum/solidity/issues/6754,https://github.com/ethereum/solidity/pull/6771,Crash,Code Generation Error,CodeGen,Reject Valid Program,,constructor args with struct,1,6754,bytecode,,6754
https://github.com/ethereum/solidity/issues/6731,https://github.com/ethereum/solidity/pull/6819,Performance Issue,Optimization Error,Yul,,,yul,1,6731,yul,,6731
https://github.com/ethereum/solidity/issues/6617,https://github.com/ethereum/solidity/issues/6617,Error Omission,Semantic Analysis Error,Code Analyzer,,Scope,identifiers named this/super,1,6617,,,6617
https://github.com/ethereum/solidity/issues/6590,https://github.com/ethereum/solidity/pull/6594,Performance Issue,Optimization Error,Yul,,,yul,1,6590,yul,,6590
https://github.com/ethereum/solidity/issues/6575,https://github.com/ethereum/solidity/pull/6636,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,"inheritance, type casting",1,6575,,,6575
https://github.com/ethereum/solidity/issues/6574,https://github.com/ethereum/solidity/pull/6635,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,type casting,1,6574,,,6574
https://github.com/ethereum/solidity/issues/6562,https://github.com/ethereum/solidity/pull/6640,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,0,6562,,,6562
https://github.com/ethereum/solidity/issues/6528,https://github.com/ethereum/solidity/pull/6568,Performance Issue,Optimization Error,Yul,,,yul,1,6528,yul,,6528
https://github.com/ethereum/solidity/issues/6525,https://github.com/ethereum/solidity/pull/6585,Crash,Code Generation Error,CodeGen,Reject Valid Program,,function assignment,1,6525,bytecode,,6525
https://github.com/ethereum/solidity/issues/6510,https://github.com/ethereum/solidity/pull/6542,Crash,Yul Analysis Error,Yul,Reject Valid Program,,yul,1,6510,yul,,6510
https://github.com/ethereum/solidity/issues/6509,https://github.com/ethereum/solidity/pull/6603,Crash,Exception Handling Error,CodeGen,Reject Valid Program,Unnecessary Error Reporting,abi.encode,1,6509,,,6509
https://github.com/ethereum/solidity/issues/6505,https://github.com/ethereum/solidity/pull/6519,Crash,Syntactic Analysis Error,Parser,Reject Valid Program,,"CLI: --ast
assembly",1,6505,yul,,6505
https://github.com/ethereum/solidity/issues/6497,https://github.com/ethereum/solidity/pull/6578,Crash,Semantic Analysis Error,AST,Reject Valid Program,Scope,,1,6497,,,6497
https://github.com/ethereum/solidity/issues/6451,https://github.com/ethereum/solidity/pull/6604,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,"using for, library",1,6451,,,6451
https://github.com/ethereum/solidity/issues/6435,https://github.com/ethereum/solidity/pull/6473,Incorrect Output,Type System Error,AST,Emitted Event,Incorrect Type System,emit event,1,6435,,,6435
https://github.com/ethereum/solidity/issues/6246,https://github.com/ethereum/solidity/pull/6248,Incorrect Output,Optimization Error,evmasm,Assembly,,yul,1,6246,yul,,6246
https://github.com/ethereum/solidity/issues/6215,https://github.com/ethereum/solidity/pull/6222,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,internal array of functions,1,6215,,,6215
https://github.com/ethereum/solidity/issues/6124,https://github.com/ethereum/solidity/pull/6605,Crash,Syntactic Analysis Error,Parser,Poor Error Message,,comment,1,6124,,,6124
https://github.com/ethereum/solidity/issues/6109,https://github.com/ethereum/solidity/pull/6132,Crash,Memory-Related Error,Code Analyzer,Poor Error Message,Null Pointer Dereference,yul,1,6109,yul,,6109
https://github.com/ethereum/solidity/issues/6103,https://github.com/ethereum/solidity/pull/6322,Crash,Exception Handling Error,Yul,Poor Error Message,Poor Error Message,assembly,1,6103,yul,,6103
https://github.com/ethereum/solidity/issues/5875,https://github.com/ethereum/solidity/pull/6034,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,fixed size array state variable,1,5875,,,5875
https://github.com/ethereum/solidity/issues/5866,https://github.com/ethereum/solidity/pull/5867,Crash,Syntactic Analysis Error,Parser,Poor Error Message,,"import """"",1,5866,,,5866
https://github.com/ethereum/solidity/issues/5792,https://github.com/ethereum/solidity/pull/5793,Error Omission,Yul Analysis Error,Yul,,case,yul,1,5792,yul,,5792
https://github.com/ethereum/solidity/issues/5730,https://github.com/ethereum/solidity/pull/5741,Crash,Syntactic Analysis Error,LangUtil,Reject Valid Program,Incorrect Source Location,,1,5730,,,5730
https://github.com/ethereum/solidity/issues/5722,https://github.com/ethereum/solidity/pull/6080,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,1,5722,,,5722
https://github.com/ethereum/solidity/issues/5721,https://github.com/ethereum/solidity/pull/6096,Crash,Exception Handling Error,CodeGen,Poor Error Message,Unimplemented,,1,5721,,,5721
https://github.com/ethereum/solidity/issues/5706,https://github.com/ethereum/solidity/pull/5716,Incorrect Output,Optimization Error,Yul,IR,,,0,5706,,,5706
https://github.com/ethereum/solidity/issues/5556,https://github.com/ethereum/solidity/pull/5557,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,getter function overriding,1,5556,,,5556
https://github.com/ethereum/solidity/issues/5551,https://github.com/ethereum/solidity/pull/5552,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,fixed-point,1,5551,,,5551
https://github.com/ethereum/solidity/issues/5520,https://github.com/ethereum/solidity/pull/5526,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,Nested structs that are part of a mapping,1,5520,,,5520
https://github.com/ethereum/solidity/issues/5518,https://github.com/ethereum/solidity/pull/5549,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,memory store with mappings,1,5518,,,5518
https://github.com/ethereum/solidity/issues/5501,https://github.com/ethereum/solidity/pull/5530,Crash,Memory-Related Error,CLI,Segfault,Null Pointer Dereference,keyword: calldata,1,5501,,,5501
https://github.com/ethereum/solidity/issues/5465,https://github.com/ethereum/solidity/pull/5594,Crash,Optimization Error,Yul,Reject Valid Program,,yul,1,5465,yul,,5465
https://github.com/ethereum/solidity/issues/5459,https://github.com/ethereum/solidity/pull/5546,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,incorrect type checking,event and constructor with the same name,1,5459,,,5459
https://github.com/ethereum/solidity/issues/5458,https://github.com/ethereum/solidity/pull/5637,Crash,Exception Handling Error,CLI,Poor Error Message,Poor Error Message,,0,5458,,,5458
https://github.com/ethereum/solidity/issues/5456,https://github.com/ethereum/solidity/pull/5838,Crash,Others,Interface,Poor Error Message,useLiteralContent,,0,5456,,,5456
https://github.com/ethereum/solidity/issues/5384,https://github.com/ethereum/solidity/pull/5593,Crash,Optimization Error,Yul,Reject Valid Program,,,1,5384,yul,,5384
https://github.com/ethereum/solidity/issues/5279,https://github.com/ethereum/solidity/pull/5351,Crash,Code Generation Error,CodeGen,Poor Error Message,,view function,1,5279,bytecode,,5279
https://github.com/ethereum/solidity/issues/5130,https://github.com/ethereum/solidity/pull/5558,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,"function overriding, call super function",1,5130,,,5130
https://github.com/ethereum/solidity/issues/5059,https://github.com/ethereum/solidity/pull/5195,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,non-unsigned array index,1,5059,,,5059
https://github.com/ethereum/solidity/issues/5058,https://github.com/ethereum/solidity/pull/5188,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,,0,5058,,,5058
https://github.com/ethereum/solidity/issues/5056,https://github.com/ethereum/solidity/pull/5926,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,invalid number literal,1,5056,,,5056
https://github.com/ethereum/solidity/issues/5055,https://github.com/ethereum/solidity/pull/5548,Crash,Code Generation Error,CodeGen,Reject Valid Program,,internal function,1,5055,bytecode,,5055
https://github.com/ethereum/solidity/issues/5054,https://github.com/ethereum/solidity/pull/5061,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,multi dimensional fixed-length array with 0 length,1,5054,,,5054
https://github.com/ethereum/solidity/issues/5053,https://github.com/ethereum/solidity/pull/5149,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Reporting,tuple,1,5053,,,5053
https://github.com/ethereum/solidity/issues/5052,https://github.com/ethereum/solidity/pull/5137,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,Hex literal + >32 FixedBytes type,1,5052,,,5052
https://github.com/ethereum/solidity/issues/5048,https://github.com/ethereum/solidity/pull/5533,Crash,Type System Error,AST,Poor Error Message,,nested struct types,1,5048,,,5048
https://github.com/ethereum/solidity/issues/4893,https://github.com/ethereum/solidity/pull/4896,Incorrect Output,Code Generation Error,CodeGen,returned value,,,1,4893,bytecode,,4893
https://github.com/ethereum/solidity/issues/4884,https://github.com/ethereum/solidity/pull/8689,Incorrect Output,Syntactic Analysis Error,CLI,Compilation Result,,CLI: --standard-json,1,4884,,,4884
https://github.com/ethereum/solidity/issues/4879,https://github.com/ethereum/solidity/pull/5546,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,redundant type checking,Inheritance,1,4879,,,4879
https://github.com/ethereum/solidity/issues/4864,https://github.com/ethereum/solidity/pull/4888,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,1,4864,,,4864
https://github.com/ethereum/solidity/issues/4832,https://github.com/ethereum/solidity/pull/5445,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,"inheritance, library, override",1,4832,,,4832
https://github.com/ethereum/solidity/issues/4771,https://github.com/ethereum/solidity/pull/4790,Crash,Memory-Related Error,Code Analyzer,Reject Valid Program,,"keyword: calldata, memory",1,4771,,,4771
https://github.com/ethereum/solidity/issues/4743,https://github.com/ethereum/solidity/pull/4866,Incorrect Output,Syntactic Analysis Error,Parser,Source Location,Incorrect Source Location,,1,4743,,,4743
https://github.com/ethereum/solidity/issues/4718,https://github.com/ethereum/solidity/pull/4797,Performance Issue,Syntactic Analysis Error,Code Analyzer,,Scope,large variable name,1,4718,,,4718
https://github.com/ethereum/solidity/issues/4716,https://github.com/ethereum/solidity/pull/4872,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Reporting,large index,1,4716,,,4716
https://github.com/ethereum/solidity/issues/4715,https://github.com/ethereum/solidity/pull/5807,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,,1,4715,,,4715
https://github.com/ethereum/solidity/issues/4711,https://github.com/ethereum/solidity/pull/4736,Crash,Type System Error,AST,Poor Error Message,Incorrect Type System,call a non-callable type,1,4711,,,4711
https://github.com/ethereum/solidity/issues/4710,https://github.com/ethereum/solidity/pull/4729,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,yul,1,4710,yul,,4710
https://github.com/ethereum/solidity/issues/4707,https://github.com/ethereum/solidity/pull/4724,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,missing type checking,yul,1,4707,yul,,4707
https://github.com/ethereum/solidity/issues/4706,https://github.com/ethereum/solidity/pull/4720,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type Conversion,,1,4706,,,4706
https://github.com/ethereum/solidity/issues/4702,https://github.com/ethereum/solidity/pull/11545,Incorrect Output,Read-write Error,Interface,metadata,,,1,4702,,,4702
https://github.com/ethereum/solidity/issues/4683,https://github.com/ethereum/solidity/pull/4782,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,4683,,,4683
https://github.com/ethereum/solidity/issues/4679,https://github.com/ethereum/solidity/pull/4681,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,,1,4679,,,4679
https://github.com/ethereum/solidity/issues/4673,https://github.com/ethereum/solidity/pull/4765,Hang,Others,AST,,,,1,4673,,,4673
https://github.com/ethereum/solidity/issues/4670,https://github.com/ethereum/solidity/pull/4798,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,0,4670,,,4670
https://github.com/ethereum/solidity/issues/4635,https://github.com/ethereum/solidity/pull/5382,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,control flow,,1,4635,,,4635
https://github.com/ethereum/solidity/issues/4585,https://github.com/ethereum/solidity/pull/4621,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Incorrect Error Type,,1,4585,,,4585
https://github.com/ethereum/solidity/issues/4568,https://github.com/ethereum/solidity/pull/4565,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,1,4568,,,4568
https://github.com/ethereum/solidity/issues/4567,https://github.com/ethereum/solidity/pull/4744,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,1,4567,,,4567
https://github.com/ethereum/solidity/issues/4558,https://github.com/ethereum/solidity/pull/9703,Incorrect Output,Exception Handling Error,Code Analyzer,Warning Message,Incorrect Error Reporting,,1,4558,,,4558
https://github.com/ethereum/solidity/issues/4535,https://github.com/ethereum/solidity/pull/4777,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,missing type checking,,1,4535,,,4535
https://github.com/ethereum/solidity/issues/4517,https://github.com/ethereum/solidity/pull/6417,Crash,Memory-Related Error,"Code Analyzer
AST
CodeGen",Reject Valid Program,Ownership,,1,4517,,,4517
https://github.com/ethereum/solidity/issues/4483,https://github.com/ethereum/solidity/pull/4501,Crash,Memory-Related Error,Code Analyzer,Reject Valid Program,Stack Overflow,large array,1,4483,,,4483
https://github.com/ethereum/solidity/issues/4477,https://github.com/ethereum/solidity/pull/4480,Hang,Type System Error,AST,,Incorrect Type System,,1,4477,,,4477
https://github.com/ethereum/solidity/issues/4476,https://github.com/ethereum/solidity/pull/4479,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,4476,bytecode,,4476
https://github.com/ethereum/solidity/issues/4471,https://github.com/ethereum/solidity/pull/9362,Hang,Optimization Error,evmasm,Gas,,,1,4471,,,4471
https://github.com/ethereum/solidity/issues/4417,https://github.com/ethereum/solidity/pull/4508,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,Scope,,1,4417,,,4417
https://github.com/ethereum/solidity/issues/4414,https://github.com/ethereum/solidity/pull/4443,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,Scope,,1,4414,,,4414
https://github.com/ethereum/solidity/issues/4382,https://github.com/ethereum/solidity/pull/4738,Incorrect Output,Memory-Related Error,"Code Analyzer
AST",Error Message,,array,1,4382,,,4382
https://github.com/ethereum/solidity/issues/4292,https://github.com/ethereum/solidity/pull/4644,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,,event,1,4292,,,4292
https://github.com/ethereum/solidity/issues/4260,https://github.com/ethereum/solidity/pull/9146,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,,,1,4260,,,4260
https://github.com/ethereum/solidity/issues/4162,https://github.com/ethereum/solidity/pull/4983,Incorrect Output,Optimization Error,evmasm,Error Message,,,1,4162,,,4162
https://github.com/ethereum/solidity/issues/4051,https://github.com/ethereum/solidity/pull/4062,Crash,Memory-Related Error,CodeGen,Reject Valid Program,,,1,4051,,,4051
https://github.com/ethereum/solidity/issues/3911,https://github.com/ethereum/solidity/pull/3912,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,3911,,,3911
https://github.com/ethereum/solidity/issues/3910,https://github.com/ethereum/solidity/pull/3941,Crash,Type System Error,AST,Poor Error Message,Incorrect Type Conversion,,1,3910,,,3910
https://github.com/ethereum/solidity/issues/3889,https://github.com/ethereum/solidity/pull/3976,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,3889,,,3889
https://github.com/ethereum/solidity/issues/3861,https://github.com/ethereum/solidity/pull/3875,Incorrect Output,Semantic Analysis Error,Code Analyzer,Error Message,static analysis,,1,3861,,,3861
https://github.com/ethereum/solidity/issues/3796,https://github.com/ethereum/solidity/pull/3799,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,3796,,,3796
https://github.com/ethereum/solidity/issues/3779,https://github.com/ethereum/solidity/pull/3863,Hang,Optimization Error,Interface,Gas,,,1,3779,,,3779
https://github.com/ethereum/solidity/issues/3770,https://github.com/ethereum/solidity/pull/4590,Error Omission,Semantic Analysis Error,Code Analyzer,,,,1,3770,,,3770
https://github.com/ethereum/solidity/issues/3759,https://github.com/ethereum/solidity/pull/3793,Hang,Optimization Error,AST,,number limit,,1,3759,,,3759
https://github.com/ethereum/solidity/issues/3738,https://github.com/ethereum/solidity/pull/3775,Crash,Exception Handling Error,AST,Poor Error Message,Poor Error Message,,1,3738,,,3738
https://github.com/ethereum/solidity/issues/3728,https://github.com/ethereum/solidity/pull/3730,Crash,Doc Error,Parser,Reject Valid Program,,,1,3728,,,3728
https://github.com/ethereum/solidity/issues/3547,https://github.com/ethereum/solidity/pull/3550,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,Lack Warning,yul,1,3547,yul,,3547
https://github.com/ethereum/solidity/issues/3522,https://github.com/ethereum/solidity/pull/3848,Error Omission,Semantic Analysis Error,Code Analyzer,,static analysis,,0,3522,,,3522
https://github.com/ethereum/solidity/issues/3493,https://github.com/ethereum/solidity/pull/4085,Incorrect Output,Code Generation Error,CodeGen,event,,,1,3493,bytecode,,3493
https://github.com/ethereum/solidity/issues/3414,https://github.com/ethereum/solidity/pull/3549,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,,,1,3414,,,3414
https://github.com/ethereum/solidity/issues/3409,https://github.com/ethereum/solidity/pull/6187,Incorrect Output,Syntactic Analysis Error,Interface,JSON output,Incorrect Source Location,,1,3409,,,3409
https://github.com/ethereum/solidity/issues/3325,https://github.com/ethereum/solidity/pull/3853,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,3325,,,3325
https://github.com/ethereum/solidity/issues/3323,https://github.com/ethereum/solidity/pull/3745,Performance Issue,Semantic Analysis Error,Code Analyzer,RAM blowup,recursion,,1,3323,,,3323
https://github.com/ethereum/solidity/issues/3307,https://github.com/ethereum/solidity/pull/3310,Incorrect Output,Semantic Analysis Error,Code Analyzer,Error Message,,,1,3307,,,3307
https://github.com/ethereum/solidity/issues/3293,https://github.com/ethereum/solidity/pull/5996,Crash,Code Generation Error,CodeGen,Reject Valid Program,ABI,,1,3293,bytecode,,3293
https://github.com/ethereum/solidity/issues/3291,https://github.com/ethereum/solidity/pull/3752,Crash,Syntactic Analysis Error,Parser,Reject Valid Program,,,1,3291,,,3291
https://github.com/ethereum/solidity/issues/3271,https://github.com/ethereum/solidity/pull/3686,Incorrect Output,Code Generation Error,CodeGen,The runtime code,,,1,3271,bytecode,,3271
https://github.com/ethereum/solidity/issues/3085,https://github.com/ethereum/solidity/pull/3086,Crash,Code Generation Error,evmasm,Reject Valid Program,,,1,3085,evmasm,,3085
https://github.com/ethereum/solidity/issues/3069,https://github.com/ethereum/solidity/pull/3272,Crash,Semantic Analysis Error,Code Analyzer,Poor Error Message,ABI encoder,,1,3069,,,3069
https://github.com/ethereum/solidity/issues/3064,https://github.com/ethereum/solidity/pull/3067,Incorrect Output,Memory-Related Error,CodeGen,,Memory Allocation,"keyword: memory
dynamic array",1,3064,,,3064
https://github.com/ethereum/solidity/issues/3039,https://github.com/ethereum/solidity/pull/3873,Crash,Syntactic Analysis Error,Parser,Poor Error Message,,,1,3039,,,3039
https://github.com/ethereum/solidity/issues/3019,https://github.com/ethereum/solidity/pull/3025,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,,1,3019,,,3019
https://github.com/ethereum/solidity/issues/3001,https://github.com/ethereum/solidity/pull/3020,Crash,Formal Verification Error,Formal Verification,Reject Valid Program,Incorrect Model Checker Implementation,,1,3001,,,3001
https://github.com/ethereum/solidity/issues/2984,https://github.com/ethereum/solidity/pull/2986,Incorrect Output,Syntactic Analysis Error,Parser,Source Location,,,1,2984,,,2984
https://github.com/ethereum/solidity/issues/2977,https://github.com/ethereum/solidity/pull/3725,Crash,Code Generation Error,CodeGen,Reject Valid Program,,,1,2977,bytecode,,2977
https://github.com/ethereum/solidity/issues/2969,https://github.com/ethereum/solidity/pull/3753,Crash,Type System Error,"AST
CodeGen
Code Analyzer",Poor Error Message,Incorrect Type System,,1,2969,,,2969
https://github.com/ethereum/solidity/issues/2965,https://github.com/ethereum/solidity/pull/3932,Incorrect Output,Semantic Analysis Error,Code Analyzer,Error Message,,,1,2965,,,2965
https://github.com/ethereum/solidity/issues/2916,https://github.com/ethereum/solidity/pull/4412,Incorrect Output,Exception Handling Error,Code Analyzer,Error Message,Incorrect Error Type,yul,1,2916,yul,,2916
https://github.com/ethereum/solidity/issues/2915,https://github.com/ethereum/solidity/pull/2919,Crash,Memory-Related Error,Code Analyzer,Reject Valid Program,array length,"large array, memory access",1,2915,,,2915
https://github.com/ethereum/solidity/issues/2913,https://github.com/ethereum/solidity/pull/2925,Crash,Exception Handling Error,Code Analyzer,Poor Error Message,,,1,2913,,,2913
https://github.com/ethereum/solidity/issues/2912,https://github.com/ethereum/solidity/pull/3757,Crash,Code Generation Error,CodeGen,Poor Error Message,,,1,2912,bytecode,,2912
https://github.com/ethereum/solidity/issues/2804,https://github.com/ethereum/solidity/pull/2837,Incorrect Output,Type System Error,AST,JSON,Incorrect Type System,,1,2804,,,2804
https://github.com/ethereum/solidity/issues/2764,https://github.com/ethereum/solidity/pull/3549,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,ABI encoder,,1,2764,,,2764
https://github.com/ethereum/solidity/issues/2752,https://github.com/ethereum/solidity/pull/2763,Error Omission,Semantic Analysis Error,Code Analyzer,,missing type checking,,1,2752,,,2752
https://github.com/ethereum/solidity/issues/2739,https://github.com/ethereum/solidity/pull/3724,Crash,Type System Error,AST,Reject Valid Program,Incorrect Type System,,1,2739,,,2739
https://github.com/ethereum/solidity/issues/2733,https://github.com/ethereum/solidity/pull/2734,Error Omission,Semantic Analysis Error,Code Analyzer,,,,1,2733,,,2733
https://github.com/ethereum/solidity/issues/2676,https://github.com/ethereum/solidity/pull/2692,Crash,Semantic Analysis Error,Code Analyzer,Reject Valid Program,Scope,,0,2676,,,2676
https://github.com/ethereum/solidity/issues/2655,https://github.com/ethereum/solidity/pull/2936,Crash,Type System Error,AST,Reject Valid Program,,,1,2655,,,2655
https://github.com/ethereum/solidity/issues/2147,https://github.com/ethereum/solidity/pull/3015,Incorrect Output,Syntactic Analysis Error,CLI,Warnning Message,,CLI: --allow-paths,1,2147,,,2147
https://github.com/ethereum/solidity/issues/2108,https://github.com/ethereum/solidity/pull/2110,Crash,Semantic Analysis Error,Code Analyzer,,,,1,2108,,,2108
